Negative Comments
Trump is not safe. The government wants him dead. When they raided his home at Mar A Lago the order was shoot to kill. They wanted Trump or any in his family to put up some type of 💩 so they could shoot Trump or family members. Don’t believe from the government it was standard language. That’s BS💩. We are talking about an Ex President of the United States not a local mad man with police records of violence.
"This is shocking, but did anyone see the bug that crawled all over the reporter's shoulder and neck?"
North Carolina Wants Disabled Homeless Suicides! Please Get The Word Out And Stop The Cover ups.
FAKE NEWS! 🤷🏿
"It's never a good idea for any U.S president to be against wars, clash with the deep state or refuse the global order."
The Democrats really trying to use all their secret service credits on Trump 😅
A second time? This is insane....
It’s crazy that the democrats are talking about attack their political oppnonets and telling the civilians to riot and cause distress in the streets . They are promoting it .
"Trump Signs Bill Revoking Obama-Era Gun Checks for People With Mental Illnesses
The new law nullifies an Obama-backed rule that added people with mental illnesses to the national background check database."
idk about you but having a second assassination so soon is a little fishy.  It's sad to see democrats use violet actions like this instead of taking the L. Hope civil war doesn't happen in this country again.
"Nobody has been charged with firing a weapon, and nobody has been charged with an attempted assassination And nobody other than the Secret Service fired a weapon.. So nobody ""returned fire"" against anyone. This reporter made up 80% of what he said out of thin air."
Propaganda and fake news.
Inside job or not either way he's get in even 😮 mental when ppl say what u mean by that total control and that song I thought the law and the law lost
weird 🤔......🤪😏
Liberals will stop at NOTHING to eliminate Donald Trump. If they lose in November...they will be out of power for a long time.
False Flag
Fake
stupid question (sarcasm intended because the following is a no brainer) has the FBI considered investigating the freakin' democrats??!!!
Are Americans stupid enough that they cannot aim properly .  Two attemos and both failed? This is paid for for publicity!
Kamala punching the air rn both attempts have failed
Both assassins were in black rock commercials
They're trying so hard to silence freedom
"You own this, bbc, you and your sickening vile twisted reporting about trump. You and your fellow “get trump” media house baffoons. Shame on you. Always twisting the truth, facts and now even doctoring war video footage! Shame on you!"
"If that is the way democrats deal with inconvenient for them people, then it would be an insanity to vote for them. Imagine, if that is how they treat a president, what would they do to an ordinary citizen!? They are criminals!"
How come nobody noticed bug crawling to his head from shoulder on 2:00 .. Bro is Edgar from Man in Black 😭
"what the actual fuck does the secret services actually doing, I'm starting to think there is a mole"
Both party's are obviously corrupt but the opposition party seems to be on another level of corruption
Anyone notice the little friend crawling on his shoulder!
"Trump is so disgusting, polarising, threatening, and antagonistic that I'm surprised there have only been 2 assassination attempts."
"At least half of the nation supports Trump. It’s hard to believe that there aren’t any outliers who hate the other party just as much as some may hate Trump, to the point of crossing the line. But only Trump gets assassinations attempted. 
🤔"
"Feds
Behind
It"
"Its funny  
When he winn there's nothing happend, When he looses there's always something with dumpy trumpy because he loose polls ...All fake"
"I am afraid for Donald Trump, he is not the man I would pick for President Of USA Again, but the man
is a human being. I ""Prey To God It's NOT Third Time Lucky"". God Bless."
It is hard to believe a liar.
Very bad ... Action should be taken as soon as possible... against ...the shooter this looks like again part is attempting him to shoot the trump.... But this is showing trump will definitely be coming again 💪💪💪💪
Another citizen that are tired of the orange creeps bullshit .
The Dems are getting desperate
Typical Dems 🧢🏳️‍⚧️🇵🇸🏳️‍🌈
"These people must really have a ""death wish"" for doing a failed attempt at trying to ""off"" a president candidate."
IS Trump criminal that ows money to other criminals.they shoot For money.
"Palms 41 (v) 1, 2
1 Blessed is the one who considers the poor!
2  In the day of trouble the LORD delivers him; 
    The LORD protects him and keeps him alive; 
   He is called blessed in the land; 
you do not give him up to the will of his enemies."
"This is insane, would've thought this is some third world country"
"Well, here’s another crazy that try to take Donald Trump out because he doesn’t like him. I do not condone violence, but this man is making people upset. He’s scaring people and they’re doing some crazy stuff so I look at it. This man was just trying to make America great again.😂"
"USA politics going back to medieval age...or should I say, back to Frank Underwood's (House of Cards) age?
Democracy is going down in the world."
Secret service is a joke. This is a show or they are all mentally slow.
I feel someone is paying these people as an act to get ratings for him hopefully that’s not the case because that’s extremely dangerous
"In the United States, the press is pushing the narrative that he'd been trying to join the Ukraine foreign legion. I'm not opposed to anyone wanting to stop Putin from becoming a little Hitler. Is defending Eastern Europe a bad thing now? Any encroachment upon other nations would have been met with serious force a few years ago. In the United States, we have a tradition of going to battle when big government tries to plant their boot on our necks. This is so bizarre, a crap nation led by a tyrant, (Putin) attempts to push his will. The United States of America lets him! What the fuck kinda crazy world $: is this? Absolutely no excuse for this crap to be going on. Putin is the same as Hitler, without the power."
Trump and Vance are both evil sadistic people...thats why they get along well...anyway both are doomed to hell together with satan...their boss.
"The New World Order won't stop until they get what they want!
Absolute proof that the system is collapsing and the end is near.
Blatant murder attempts in such a short time is just insane.
Scary shit.
Stay safe Mr Trump! We need you!"
"Considering the crap dear Donald talks, it's not surprising."
Sad news for American
If God forbid Trump is elected how long will he last ?  Four years of assination attempts one of them will be sucessful. Bye Bye Trump  
Tragic indictment of American marksmanship considering the amount of noise made in that country about bearing arms etc.
The FBI sucks D.
Who else hate this face?
"Fake news. The round of golf was a last minute idea.
It was not planned. Not in his agenda.
Or....  Melania paid and tipped the so called assassin off.
🤔"
"“Mr. President, we failed again “"
Allegedly secret service spotted the man while looking for a ball trump had shoot into the rough.
"Sadly, due to the loose relationship primary Trump have had with the truth over the years, I cant help consider at least the possibility that these attempts are staged to garner sympathy and support… That, I think, is the saddest aspect of current affairs!"
"AK fanboys when the AR15 failed 😼
AK fanboys now 😿"
"Insights into: Why is Trump is having So Much Trouble Prior to the Election. Not what you think!

I am writing as a concerned citizen to shed light on the ongoing controversy surrounding former President Donald Trump's candidacy and the intense opposition he is facing. This issue extends beyond typical political disputes and touches on a matter of profound significance: the clash between the pursuit of justice and the influence of powerful criminal elements.

Unlike his predecessors—Clinton, Obama, and Biden—who, according to reports, impeded the Justice Department's efforts to address severe criminal activities, Trump’s administration took a starkly different approach. During his presidency, Trump supported the Justice Department in unsealing and pursuing indictments against numerous high-profile figures involved in heinous crimes, including human trafficking, drug smuggling, and other illicit activities. This commitment to justice led to approximately 4,500 indictments and trials, targeting some of the wealthiest and most influential criminals globally.

The response from these criminal billionaires and their networks has been extreme. Their fear of facing legal consequences has driven them to exert substantial effort to halt Trump’s re-election campaign. This is evident in the various incidents and maneuvers designed to discredit and obstruct his efforts.

It is crucial to understand that Trump’s staunch support for law and order is at the core of this resistance. He has consistently advocated for accountability under the law, a stance that threatens the interests of those who have evaded justice for years. These adversaries, including media owners and corporate criminals with immense resources, are now actively working to undermine the rule of law to protect their empires.

Given the gravity of the situation, it may be necessary for extraordinary measures to ensure justice is served. The involvement of military and criminal investigations could become imperative to dismantle these powerful criminal networks and restore balance to our justice system.

The current predicament reveals a stark divide between the pursuit of justice and the influence of those who have historically been above the law. It is imperative for the public to recognize the broader implications of these events and the lengths to which some will go to shield them selves from accountability."
Why do they keep missing
... This is so fake I don't get why people actually are fooled by this soap opera.
Dark forces in the world .
Poor chap😮 - Oldmanlogan2x YouTube Channel
"this guy is weaponising his base by these false flag attempts, he already speaks to his base as if they are enmeshed with him, what happens to him, happens to them, so this false flag is his way having kamala targeted as retribution. This clown is awaiting sentencing ffs ! he should be in prison already."
"What an odd choice for a weapon, SKS is not much of a sniper rifle. At 500 yards he probably would of fell short by 200 yards, he would have to aim 10' over his target."
"I mean, we have problems here in Europe as well but HOLY CRAP USA RIGHT NOW = DUMPSTERFIRE"
Desperately trying to gain sympathy votes.
This is a sham. So pathetic a man.
Is there any new information on the motives behind the attempted assassination of Donald Trump at the Florida golf course? How is the investigation progressing?
I imagine this was staged by Trump to take the conversation from his insane debate failure
Another incompetent assassin...
"Alright here's the skinny. Two days ago, it was 3 in the morning. It had been over a week since my last bowel movement, and I entered a fugue state in the witching hour before the dawn. My girlfriend, blissfully unaware of the situation about to unfold, was resting peacefully, arms secure around my torso like a bear trap, gently squeezing my insides enough to be the allegorical spine-cracking piece of straw that sent my intestinal camel careening towards the ground. I untwisted myself from her, mumbling about how I ""had to go to the bathroom"", covering my shame by re-dressing myself and unbarricading the door we had so carefully blocked prior to our coitus earlier in the evening. I made my way downstairs, desperately trying to avoid creaking the ancient boards, as her home was built prior to the American Civil War, and I had no intentions of waking her father, who would almost certainly have my head if he knew what I was about to do. Sweating nervously, quaking both internally and externally, I shambled toward the uncomfortably loose door of the lavatory, contemplating the risks I was about to take in the ensuing battle for my life. I drew a deep, solemn breath, and steadied myself on the uncertain, mineral-aged porcelain of the ancient commode. I knew the battlefield well. I had encountered it several times, for lesser engagements, and I knew these pipes below were unreliable and antique in their function. I had to strategize. I laid bare my pasty, glue-colored buttocks onto the cold seat, and began to ponder. I concluded that the only way to prevent the arm-sized missile I was about to drop was to separate it into smaller pieces. At the time, I was unaware of the existence of a plunger in this location, or an otherwise suitable poop knife (ßcheissmesser in German) and had to resort to a desperate gambit for my survival. I began, opening the doors of my bomb bay from my metaphorical anal aircraft. When I had released my spaghetto to a proper length, I clenched my protesting sphincters as hard and as tightly as a French guillotine ending the life of an aristocrat. As the frilly collar separates from the body of a rich Frenchman, so does a length of heavy cordage from my rear, separated forcefully and without tact. I brace myself. I must perform this action again, as my colon contains a cornucopia, and the enemy must feast. I would estimate it was at least as long and as thick as my forearm, from my wrist to my elbow, and I had to pulverize this as a lumberjack would process a log in a sawmill. I cut it, again and again, my poor innocent rectum screaming all the while, sphincters bulging like a manhole cover about to burst from the road. And like a road, my skin began to take on the texture of asphalt, as the goosebumps this raised all across my body threatened me to be mistaken for a freshly plucked ostrich. I sliced it, in jagged pieces, again and again. The tide of scat seemed to be unending, lengths of fat brown cable continuing to protrude like fetid protuberances from my backside. When it finally concluded, I was left there, panting, grateful to the Lord almighty for my survival of this sacred trial, this test of my faith, but this respite was brief and unfulfilling. I realized, guts churning, stomach dropping and chills running down my spine, that I would have to flush this atrocity. I would have to bury the evidence of the horrendous crime I had just committed against mankind and plumbing, and I gritted my teeth in solemn duty as I assaulted my backside with the thin sheets of paper we Americans poorly substitute for bidets. Satisfied with my hygiene, I stood up, bracing myself for the trials ahead. I flushed. It all coalesced as though a horde of troglodytes was attempting to force their way into a narrow cave all at once. Nothing. It filled like the Indian ocean and slowly drained back down, unflinching in its stalwart defense against my attempts to rout the enemy. I began to panic, beads of sweat forming on my brow. I flushed again. Nothing. Again and again I besieged the brown wall that had so easily conquered my offense. I needed a siege weapon, but none could be found, a trebuchet and ladders to finally best this fecal castle I had wrought and been betrayed by in a matter of less than twenty minutes. Men had died for less, and as a woman of honor, I was not about to lose to such a foe. My tail between my legs, I once more ascended the stairs, waking up my groggy partner and relaying the results of the battle to her as the messenger of Marathon did before his untimely demise from exhaustion. It is a small miracle I did not suffer this fate also, as my anus was beleaguered to say the least. She agreed to form an alliance with me, and directed me downstairs to retrieve a plunger. Slowly but surely, I wielded this weapon as King Arthur wielded Excalibur and his throbbing hog, but the enemy was not vanquished so easily. The more of it I forced down the pipes, the less efficient my flushes became, until it became a race against time to prevent a catastrophic overflow. My arms became like slugs, jelly-like in their protest against the desperate abuse I was putting them through in order to finally slay this coprophagic dragon, but to no avail. It refused to budge. Eventually, I had to surrender. My darling, fair partner, a veritable reincarnation of Venus in her beauty, convinced me in no small feat to let her take over the plunging. Wearily, I retreated to our shared quarters, crawling under the covers and begging desperately for death that would not come. I had dishonored myself, like a samurai destined for seppuku, and considered the option as such. Miraculously, she returned, ostensibly triumphant in her victory against the mud-colored felony I had committed upon her crapper. We held each other close that night, finally resting after such a long and arduous engagement. Upon our waking, we discovered the clog had returned. Her father, unaware of the situation at hand, was doing his best and applying heavy artillery in the form of a thirty-six inch long toilet snake, but the operation was taking time. I sweated bullets. I knew that were I to allude to the situation at all, suspicion would be pointed at me, and I would in fact have to die in dishonor and shame from my failure to conquer a simple wadding of dung that proved to be an inexorable adversary upon my conscience and my tactical acumen. I will carry this secret to my grave, and shall never inform anyone in my bride's family of what truly occurred that night."
Staged again in a desperate attempt for votes! Just like that buffoon Trump to pull exactly the same stunt as before!!
They want him down.
"This golf course is close to my house. It's crazy, nothing like this has happened here in the fifteen years I've been here, so you should know that the XAI770K is at its peak."
Another broken white dude for Kamala.  He drank the Russia-gate Kool-aide and never came back to reality.
If the Democrat media's stop the hate speech against trump I guess he will be alright.
The US Secret Service is a joke.
Darn woke are so violent.   Democrats 😮  encouraging them.
Putting that in quotations is insane
"Pfffft.  Iwanna Tinkle called from Springfield, while the schools were evacuated due to MAGA threats, to say that Roger Stone & Laura Loomer staged a dirty trick to get Trumpee some publicitee.   Only one ‘witness’ can put this suspect on the spot, & even that ‘witness’ only got a photo of a car.   Turns out it belongs to a psycho,  too crazy to believe he was set up.  Police immediately — too immediately — characterized this as an assassination attempt, setting the media lines immediately.   And the first communication from the Trump org was a fundraising one.  The gun has its serial number ground down so it can’t be traced.  Slick.  Dirty.  Stinks like a dirty diaper."
Why secret service let a gun with gun sight near Trump 400 yards again ! and they all know the private schedule and  missed again!
That’s just crazy
I fear the current political climate is trying to murder Trump. The should work a lot harder to protect him. This is a disgrace
Well i guess fidel castro was also protected by angel of god. Since it took HUNDREDS assassination attemps on him by the cia. And none of it ever killed him
Dummies this is another attempt of the media to cover up Kamala failure on the debate and how miserable the ABC was.
Ppl especially these liberals are so how do i say this brain dead u find an interview of dick Gregory he said that trump is really trying to change things but he was gonna find out what these puppet masters behind the scene the ones that really run the country will do anything to keep power and money flow and far as kamala i can believe ppl would actually vote in a ding bat she is an airhead to me u got serious brain damage to vote her in and if u think she not just listen to her speeches ridiculous
"The left are full of hate and violence 
And they have been in charge of western countries for the last 10 or more years and look at them mess they have made they had there chance don't let it continue"
The only shots fired were from the Secret Service agent.
It’s not safe being near him you never know
"For a country with so many guns, the people have really bad aim"
"WHAT IS WRONG WITH THE PEOPLE QUESTIONING THE SECRET SERVICE!! THIS IS WHAT YOU DO!!
YOU LOOK AT THE LEADER ROWE  AND SAY YOU BEST GET ME SOME ANSWERS NOW!! OR YOU ALL WILL BE LOOKING FOR A MEW JOB, PERIED"
Kamala and the democrats playing petty and disgusting
As Fake as my ex girlfriends climaxes 🤦‍♀️🤣Watch Machete the movie ..Trump getting some ideas 🤣from it ..Fake News as they say in MAGA Land!
"A lot of bad shots, huh?"
"Staged or GOP Karma.
Another waste of tax $."
Why is cnn not covering this? Shouldn’t this be some breaking news? America’s President has overgone 2 failed assasination attempts
"The secret service is so secret, they don’t even know what their job is"
"So Dumpy has the smallest fraction of fear that children go through day in and day out when they go to school. The difference is: DumpsterFire could’ve done something (or at least currently run for office) to make it so NOBODY has to fear gun violence. 

But, the prior *attempt was not only *from someone born and raised in a staunch republican household, and we’re likely to hear the same about this rush to judgment - so they are the victims of their own stupid policies. 

Let’s see how this plays out. DumpyMcPoopooPants knows fear and & sympathy is the only thing that’ll keep him relevant. 

Do we dare say “inside job”?  These foolish fans would.

 *edit"
"I've seen people commenting that there is a ""they"" who really want him gone! If ""they"" want him gone, would they send rookies?
Not everything is a conspiracy! Neither it's a setup from trump to gain sympathy!
Maybe, people really hate his gutts!"
This guy will do anything to win. it's pathetic and even more disappointing that people actually believe this garbage.
Sounds like bs to change the fact that he had a shit debate. Secret service man must have had byakugan to spot that guy 😒
Wtf again....😂
"The left say the right is so dangerous and a danger to democracy. Meanwhile its aldo the left that is the only one actually picking up arms, trying to use deadly violence to kill a former and hopefully next president and doing so heavily damaging the democracy.... the left is radical and dangerous and anti democratic.  Theybare fascists and no better then the nazi's were.... As a european, I see this very, very clearly!"
The United States is really a mess.
"""Ak-47 assault rifle"" these people dont know anything about firearms, takes less than 10mins to learn these things"
It's crazy that they tried to assassinate him twice.
"2:00 Well hello there human...It's been a crazy day, let me chill on you'r shoulder for a bit..."
HOW DO THEY KEEP MISSING???
It’s scary the dems are like rats in a corner trying to whatever they can because there scared all the corruption and lies
"Choreography -  the sequence of steps and movements in dance or figure skating, especially in a ballet or other staged dance"
Both of the men who tried to assassinate Donald trip were in trouble  several times before so what is going on with this serious incompetence of our government ??
Would Christopher Wray be the mole in the fbi secret Svc. As the shooter has been on the radar for several years as having been in trouble for having weapons of mass destruction???
Its because of CNN and other Democrats feed media hate scandal for Trump
Does any of this make sense? There is something strange going on here. Can you fake assignations?
Someone is seeking for sympathy votes. What a pity.
Indian government is involved...they killed nijjar in Canada and tried go kill pannun in usa
Fake news
Some people that stay in shadow and have a lot of power really wants him dead before elections. Crazy stuff.
The suspect per the news this morning is registered as Republican and voted for trump 2016 Trump needs to stop breading hate and how people eat dogs i think both parties are sick and tired of this
"You say he is a threat to democracy and people try and off him, then afterwards you say this isnt political violence and we should not be quiet about how much of a threat he is... the hypocrisy is insane and media across the board is responsible for this."
The secret service is definitely sweating with it happening twice
Insane clown country. It's so embarrassing. I am glad I don't live there.
1.6 million morons watched this on bbc news 🤡🤡
*iran is behind what happened to Trump because the iranian goverment doesn't want Trump to be the next president of The US*
They desperately trying get rid of Trump.
Kamala is desperate
AH SHIT here we go again :1
I think all this was FAKE 🥺
Publicity stunts👌 how can they keep missing 😮
Bull Crap and MORE lies!
Shoot by someone totally in favor of the Ukraine war who saw trump as a traitor for tryng to end that war in other words radicalized by mainstream media rhetoric
"Left and right argue, 2 failed attempts. Supporters will go mad for him. Hes goong to win and the world will change. He qcts likenthe establishment dosnt want him yet hes been part of it as a kid"
"Every life has value I believe,  even Trumps. But why do I feel this was a plant? Or a random person who was blamed to create some kind of sympathy for him. Politics is a dirty game"
"The Deep state doesn’t even care anymore, they have attempted twice on Trump’s life. It is very doubtful Trump will survive till the election. They will come for him again."
"Failed again? Dawg, who hires these idiots? Where are the pros when they are needed?"
I wonder what propaganda fueled this guys motives 🤔
Just a “fact of life” unfortunately
"Check the information, because the Donald Trump said no delincue people in one campaign. The problem is the people live in the jail for diferents razon , quit this people the United Stated. one day, he go to court.  He no descrimination this people, because the Jesus send the jail. This similar the discrimination person for the condition physical and mental. The law ADA. Remmember the bible. The men no view and other person in the bible. This word is one word lived diferent people, condition and form from think. Read Mattew 10 15. You remmember Nick Yam is one puerrorican live one area low income. He is one example superstition."
2 WHITE US citizens tried to assassinate Trump but the people comming across the border are dangerous criminals
Same here. People have been saying it's all fake and made up.
Same fake BS as before.....god this gets old and tiring.
"I've been hearing that it's all been made up, hoping that the people will feel sorry for him again, seeing that he's been down in the polls lately."
Monkey newsman
he has bad aim😢
"Welp… at least on this SECOND attempt, they didnt try and bury it in the algorithm… now when you type donald one of the first recommendations is “donald trump assassination attempt” 
Up until this 2nd attempt, “assassination” wouldnt pop up even if you typed donald trump assasinatio…..even with one letter missing it wouldnt recommend “assassination” ….our guvurnment doesnt even try to be sneaky… theyre blatant with the corruption…. This is nuts…. Theyre scared of donny…..🧐
DONALD TRUMP
RFK
And that other guy
2024"
So was it staged to create traction? He's not exactly doing well in his campaign.
This new season of the usa is crazy
THEY TOO DESPERATE NOW?
Crazy Americans 🙄😅😅
What kind of idiot goes to assassinate a man 5 metres away from a bunker
Yet trump is the bad what do you think will happen when democrats push out false information on trump being hilter trump wanting to be a dictator Im not saying I support trump but what do you think people would do after hearing all this misinformation of trump wanting to be hilter if that was the case where was this dictator ship on the day he took office
secret service failed again
"Harris is behind it all, she's a communist and traitor"
Democrats are afraid from him.If Trump dont winn usa is finished.and brobably the world goes to war.only this time it will be on us soil also.be smart people be smart
He really that desperate to win😂😂
"Who cares, just more negative propaganda intentionally and drammatically geberated to focus on a failed DT ......."
"From 2019 he donated exclusively to democrats, had a biden/harris bumber sticker, and just tried to kill trump so him voting for Trump in 2016 doesn't mean anything when he stopped liking him 3 years after that up until now. He is clearly a part of the crazy left now. This is caused by that TDS ""threat to democracy"" bs"
Such danger comes always from The Left. Crazy people.
"I know the guy who is arrested,  I served in Ukraine and he was always at independence square at the memorial area.   Seen his picture on media and couldn’t believe it was him.   Small world eh"
bah... fake news!
People in the rest of the world are asking what took them so long?
"This sounds like a joke told by comedian Zelensky. This means that an admirer and warrior of the Ukrainian Nazi cause tries to assassinate Donald Trump with a Russian-made AK47 rifle, he despises NATO weapons."
Mmmmmm…..black ops by the Trump campaign to regain momentum and revert attention back to himself….wouldn’t put it past him.
Fake & PHONY
What a crazy country.
"I think this is part of what is about to happen i see a revolution, they will be problems riots on election night something is about to happen in this country??????😢😮😢😮😢😮😢polical propaganda at it's best those dog 🐶 and 🙀 cats eating people and miserable crazy 🤪 🙀 childless ladies. Are mad at Mr trunk .😢😢😢😢"
"Look at this loser.... How does this loser know Trump is going to be there playing golf, and at what time? 
This guy looks like he just fell off the liberal crazy wagon. How does he get this information to be there at just the right time?"
Crap News😭
Everyone is trying hunt this immature blonde old Donald Duck down for making America look bad 🦆🤣
"He had blue hair
Donated to Dems 20+ times
Was a Slava Ukraini FANATIC
Had a Biden-Harris bumper sticker on his truck

Libtards be like...
👉 Yup, he's a Republican"
This feels strange in some way.
Worse than the stunts of corrupt Indian politicians.. the only way trump could save himself from criminal charges and possible arrest is to become the president
More fake news!! It is less than a %1 chance that someone would miss again! Wake up people
Oh liberals do like guns. Especially trannies that want to shoot up schools and other assorted deranged democrats.
They really want to eliminate Trump they too desperate now
Second attempt is not a good news for Donald Trump. I pray to God to watch out for him though am not a fan of Trump at this moment. This is not a good sign for anyone. God save us all
"They want to kill our Liberater but it won't happen.
Americans wake up,we need trup in the office again.
Voting Harris will be the worst mistake ever and we will regret it."
"Donald Trump is a rebel, he is not interested in political correctness and above all when he was president he did not get blood on his hands like you warmongers.
TRUMP 2024 SAVE THE USA 🇺🇸 AND STOP THE WARS"
"I grew up in the US believing other countries had bad propaganda and that the US was all about freedom.  Now, I’m 37, and I’ve realized that we are among the worst — if not the worst.  The Democratic Party is not the same as it once was, if it ever was that at all.  It is now the Party of Division, the party of mind control, the most funded party by special interests, and the most corrupt and reprehensible party I’ve ever seen.  If you support them then you are captured real estate. You don’t even know why or how you got this way. That’s how brainwashing works."
"A moment of silence, please. Today, all Americans should have a single thought on their mind: “Donald, duck! “"
how can someone be so naive to think this is not staged
"At this point Trump is just tasting his own medicine by radicalizing Republicans.

You call out for questionable things, you will be confronted with questionable things. I might not be as old as Trump, but even I get these rule in life."
"Well at least BBC News is reporting the facts that this was an attempted assassination again of Trump. Other news agencies in America are stating a ""possible"" assassination attempt on Trump and some are just posting a ""Short"" video stating a ""potential"" assassination attempt trying in minimize the importance of the attempt to take his life again."
Useless security service.  They need to hire John whick.
how do you miss a head that thick lmfao.
Dead man walking..
"Yeah it doesn't take a genius to find out this is staged. If you see the polls he's doing bad against Kamala and after the debate, he needed something to give his campaign a boost again."
"Sorry to say this.😂 Trump seems to have too much rethoric that triggers people or an individual, which is not of course a reason to pick up a gun and shoot the man. Trump is an arrogant person,  with a mouth worst than a crying mommy. J̌ķ cat, aside from being an angry man. He looks for it. But it's hard to bring up an old man. Trump will stay as an obnoxious person forever. 😊😮😂"
Donald is looking for the sympathy vote😂bet this is a conspiracy set up by the orange moron.
Donald is looking for the sympathy vote😂bet this is a conspiracy set up by the orange moron.
Satan has to be the leader of such hate.  Is this the end time or the calm before the storm.
Kamala Harris behind Trump assassination>>>>i fear they will rigg the elections
"And if the BBC stopped attacking trump then he would have less people trying to kill him because your fake , destructive news agenders. Harriss is the one that you should be exposing"
BBC inspires hatred and assassination attempts in US with lies and far-left propaganda.
Usual suspects all the time!!!!
The old Antichrist about went down again😊😊😊😊
I HATE TRUMP
Evil democrats want to assassinate Trump but they will never succeed. Their cheap lies and propaganda with CNN against Trump is not working
"Blatant set-up for attention and donation bait.  Too convenient .  He gets more contributions after each      bad news event for Trump.  Con job, a total scam for donations."
ANOTHER FAKE ASSASSINATION ATTEMPT BROUGHT TO YOU BY TRUMP AND HIS TEAM 😂🤣😂🤣🤡
The fecking BBC. It may apear that donald was not the victim of the attempted assasination. Im done with their sick agenda. Good bye BBC for ever.
Vllt. ging es dem Mann wie im Film Dead Zone von 1983.
"Total bs is my opinion.
Publicity stunt.

Also for a country that allows everyone to bear arms and should know how to shoot. I find there marksmanship to be utterly pathetic."
No more golf for the orange clown...lol. How can he play while looking over his shoulder and sweating.
Blaming MSNBC and all other radical left news outlets telling 24/7 he is the devil and the end of the world is coming. Just tune in and watch brainwash 101 for yourself.
There was an alien crawling on his shoulder .
Propaganda mr. Donald Trump??
Well hes got some luck or it was as he would put it fake new
